Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Hotel_Link
The River's Edge Farm - A Boutique Stay,4.5,dehradun,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Full-service laundry,Kid-friendly,6114.0,https://www.agoda.com/search?text=The%20River%27s%20Edge%20Farm%20-%20A%20Boutique%20Stay%20dehradun%20India
Mango Tree Courtyard,4.7,dehradun,Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,No elevator,2285.0,https://www.agoda.com/search?text=Mango%20Tree%20Courtyard%20dehradun%20India
Hyatt Regency Dehradun Resort and Spa,4.6,dehradun,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,20562.0,https://www.agoda.com/search?text=Hyatt%20Regency%20Dehradun%20Resort%20and%20Spa%20dehradun%20India
The Hosteller Dehradun,4.8,dehradun,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,Restaurant,Airport shuttle,Room service,1315.0,https://www.agoda.com/search?text=The%20Hosteller%20Dehradun%20dehradun%20India
Adidev Group of Homestays,4.6,dehradun,Breakfast,Free Wi-Fi,Paid parking,Kitchen,Full-service laundry,Pet-friendly,Bar,Restaurant,Full-service laundry,1005.0,https://www.agoda.com/search?text=Adidev%20Group%20of%20Homestays%20dehradun%20India
Riverstone Cottages,4.0,dehradun,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,4686.0,https://www.agoda.com/search?text=Riverstone%20Cottages%20dehradun%20India
Ramada by Wyndham,4.2,dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6131.0,https://www.agoda.com/search?text=Ramada%20by%20Wyndham%20dehradun%20India
"Tree of Life Resort, Dehradun Foothills",4.5,dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Kitchen,Full-service laundry,6176.0,https://www.agoda.com/search?text=Tree%20of%20Life%20Resort%2C%20Dehradun%20Foothills%20dehradun%20India
Hotel Rajpur Heights,4.0,dehradun,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2169.0,https://www.agoda.com/search?text=Hotel%20Rajpur%20Heights%20dehradun%20India
Bhagwant Villa - A terrace view,4.4,dehradun,3-star hotel,Breakfast,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,2090.0,https://www.agoda.com/search?text=Bhagwant%20Villa%20-%20A%20terrace%20view%20dehradun%20India
Fairfield by Marriott Dehradun,4.4,dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,11682.0,https://www.agoda.com/search?text=Fairfield%20by%20Marriott%20Dehradun%20dehradun%20India
The Sal Woods - Forest Retreat and Spa,3.9,dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Restaurant,6384.0,https://www.agoda.com/search?text=The%20Sal%20Woods%20-%20Forest%20Retreat%20and%20Spa%20dehradun%20India
Old British House,4.7,dehradun,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Business center,1923.0,https://www.agoda.com/search?text=Old%20British%20House%20dehradun%20India
LP Vilas,4.4,dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4925.0,https://www.agoda.com/search?text=LP%20Vilas%20dehradun%20India
Hotel JSR Continental,3.9,dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3843.0,https://www.agoda.com/search?text=Hotel%20JSR%20Continental%20dehradun%20India
Clarion Hotel Dehradun,4.4,dehradun,5-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Room service,Fitness center,Airport shuttle,Spa,Accessible,3728.0,https://www.agoda.com/search?text=Clarion%20Hotel%20Dehradun%20dehradun%20India
Hotel Embassy Dehradun & The Trekkers Hostel,3.8,dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1069.0,https://www.agoda.com/search?text=Hotel%20Embassy%20Dehradun%20%26%20The%20Trekkers%20Hostel%20dehradun%20India
Mango Tree Courtyard | Heritage Rooms with Wi-Fi,4.5,dehradun,Free breakfast,Paid parking,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,3775.0,https://www.agoda.com/search?text=Mango%20Tree%20Courtyard%20%7C%20Heritage%20Rooms%20with%20Wi-Fi%20dehradun%20India
Treebo Trend Elysee,3.8,dehradun,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,9035.0,https://www.agoda.com/search?text=Treebo%20Trend%20Elysee%20dehradun%20India
Treebo Trend Blessing Bells,4.0,dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,9037.0,https://www.agoda.com/search?text=Treebo%20Trend%20Blessing%20Bells%20dehradun%20India
Walisons Hotel,4.2,srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,3780.0,https://www.agoda.com/search?text=Walisons%20Hotel%20srinagar%20India
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991.0,https://www.agoda.com/search?text=The%20Montreal%2C%20Srinagar-%20Best%20Hotels/4%20Star%20Hotels/Hotel%20Near%20Dal%20Lake/Hotel%20Near%20Mughal%20Garden%20srinagar%20India
Zostel Srinagar,4.5,srinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,Full-service laundry,Room service,1853.0,https://www.agoda.com/search?text=Zostel%20Srinagar%20srinagar%20India
The Shelter Heritage A Boutique Hotel,4.5,srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Golf,Full-service laundry,2510.0,https://www.agoda.com/search?text=The%20Shelter%20Heritage%20A%20Boutique%20Hotel%20srinagar%20India
Hotel Samar,4.2,srinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,Smoke-free,1669.0,https://www.agoda.com/search?text=Hotel%20Samar%20srinagar%20India
Jamal Resorts,4.0,srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4215.0,https://www.agoda.com/search?text=Jamal%20Resorts%20srinagar%20India
Hotel Himalayan Resort,4.1,srinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen,3920.0,https://www.agoda.com/search?text=Hotel%20Himalayan%20Resort%20srinagar%20India
Hotel New Green View Srinagar (Ghulam),3.8,srinagar,3-star hotel,Free Wi-Fi,Free parking,Room service,Pet-friendly,Free parking,Bar,Full-service laundry,Restaurant,723.0,https://www.agoda.com/search?text=Hotel%20New%20Green%20View%20Srinagar%20%28Ghulam%29%20srinagar%20India
Asian Park Hotel,3.8,srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4456.0,https://www.agoda.com/search?text=Asian%20Park%20Hotel%20srinagar%20India
The victory (A Boutique Hotel),4.0,srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,3686.0,https://www.agoda.com/search?text=The%20victory%20%28A%20Boutique%20Hotel%29%20srinagar%20India
Hotel Sultan Residency,4.6,srinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1848.0,https://www.agoda.com/search?text=Hotel%20Sultan%20Residency%20srinagar%20India
Hotel Royal Heritage,4.2,srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,3935.0,https://www.agoda.com/search?text=Hotel%20Royal%20Heritage%20srinagar%20India
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,5142.0,https://www.agoda.com/search?text=The%20Montreal%2C%20Srinagar-%20Best%20Hotels/4%20Star%20Hotels/Hotel%20Near%20Dal%20Lake/Hotel%20Near%20Mughal%20Garden%20srinagar%20India
Floating Heritage Group,3.9,srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,1344.0,https://www.agoda.com/search?text=Floating%20Heritage%20Group%20srinagar%20India
Hotel Kashmir Inn,3.9,srinagar,2-star hotel,Free Wi-Fi,Paid parking,Pool,Breakfast,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,826.0,https://www.agoda.com/search?text=Hotel%20Kashmir%20Inn%20srinagar%20India
Hotel Merlin Palace,4.8,srinagar,4-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Air conditioning,Pet-friendly,Free Wi-Fi,Spa,Airport shuttle,1344.0,https://www.agoda.com/search?text=Hotel%20Merlin%20Palace%20srinagar%20India
Hotel Kashmir Hilltown,3.8,srinagar,3-star hotel,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,Kid-friendly,Fitness center,Restaurant,1700.0,https://www.agoda.com/search?text=Hotel%20Kashmir%20Hilltown%20srinagar%20India
Hotel Zaryab,4.7,srinagar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,5679.0,https://www.agoda.com/search?text=Hotel%20Zaryab%20srinagar%20India
Hotel Meridien,4.0,srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,3632.0,https://www.agoda.com/search?text=Hotel%20Meridien%20srinagar%20India
Hotel Lake Scene,3.4,srinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Smoke-free,Hot tub,Room service,No elevator,Spa,664.0,https://www.agoda.com/search?text=Hotel%20Lake%20Scene%20srinagar%20India
"The Orchard Retreat & Spa, Srinagar",4.3,srinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172.0,https://www.agoda.com/search?text=The%20Orchard%20Retreat%20%26%20Spa%2C%20Srinagar%20srinagar%20India
Radisson Hotel Srinagar,4.1,srinagar,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Spa,Restaurant,Room service,14160.0,https://www.agoda.com/search?text=Radisson%20Hotel%20Srinagar%20srinagar%20India
Centre Point,4.2,jamshedpur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4480.0,https://www.agoda.com/search?text=Centre%20Point%20jamshedpur%20India
Hotel Golden Heights - Best Hotel | Budget Hotel | Best Review Hotel in Jamshedpur,4.2,jamshedpur,Free Wi-Fi,Pool,Restaurant,Kitchen,Full-service laundry,Restaurant,Fitness center,Restaurant,Room service,1762.0,https://www.agoda.com/search?text=Hotel%20Golden%20Heights%20-%20Best%20Hotel%20%7C%20Budget%20Hotel%20%7C%20Best%20Review%20Hotel%20in%20Jamshedpur%20jamshedpur%20India
The Cruze,4.2,jamshedpur,Free breakfast,Free Wi-Fi,Pool,Free parking,Hot tub,Air conditioning,Kitchen,Full-service laundry,Spa,5664.0,https://www.agoda.com/search?text=The%20Cruze%20jamshedpur%20India
Hotel AB Palace - Top Budget & Luxury Hotels in Jamshedpur,4.0,jamshedpur,3-star hotel,Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1384.0,https://www.agoda.com/search?text=Hotel%20AB%20Palace%20-%20Top%20Budget%20%26%20Luxury%20Hotels%20in%20Jamshedpur%20jamshedpur%20India
The Bizton,4.5,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,5550.0,https://www.agoda.com/search?text=The%20Bizton%20jamshedpur%20India
Adarsh Guest House,4.5,jamshedpur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,448.0,https://www.agoda.com/search?text=Adarsh%20Guest%20House%20jamshedpur%20India
Ramada by Wyndham Jamshedpur,4.2,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5008.0,https://www.agoda.com/search?text=Ramada%20by%20Wyndham%20Jamshedpur%20jamshedpur%20India
The Onyx Hotel - Hotel in Jamshedpur,4.3,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,2284.0,https://www.agoda.com/search?text=The%20Onyx%20Hotel%20-%20Hotel%20in%20Jamshedpur%20jamshedpur%20India
Hotel Trax International,4.7,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1972.0,https://www.agoda.com/search?text=Hotel%20Trax%20International%20jamshedpur%20India
The Altira Hotel,4.1,jamshedpur,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Kid-friendly,1477.0,https://www.agoda.com/search?text=The%20Altira%20Hotel%20jamshedpur%20India
NOVANTA JAMSHEDPUR,4.4,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,6689.0,https://www.agoda.com/search?text=NOVANTA%20JAMSHEDPUR%20jamshedpur%20India
Ginger Jamshedpur,4.0,jamshedpur,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,Airport shuttle,3135.0,https://www.agoda.com/search?text=Ginger%20Jamshedpur%20jamshedpur%20India
"The Sonnet, Jamshedpur",4.3,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3554.0,https://www.agoda.com/search?text=The%20Sonnet%2C%20Jamshedpur%20jamshedpur%20India
HOTEL DS INTERNATIONAL & KALYANAM BANQUET HALL,4.1,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2668.0,https://www.agoda.com/search?text=HOTEL%20DS%20INTERNATIONAL%20%26%20KALYANAM%20BANQUET%20HALL%20jamshedpur%20India
Madhuban Motel,4.0,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Airport shuttle,2726.0,https://www.agoda.com/search?text=Madhuban%20Motel%20jamshedpur%20India
Capsule Pod Hotel,4.4,jamshedpur,3-star hotel,Free Wi-Fi,Free parking,Free parking,Air conditioning,Hot tub,Room service,Full-service laundry,Accessible,1073.0,https://www.agoda.com/search?text=Capsule%20Pod%20Hotel%20jamshedpur%20India
Hotel Chandra,4.1,jamshedpur,2-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Business center,Kid-friendly,Smoke-free,729.0,https://www.agoda.com/search?text=Hotel%20Chandra%20jamshedpur%20India
Hotel Grand Residency,4.0,jamshedpur,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Full-service laundry,Accessible,2281.0,https://www.agoda.com/search?text=Hotel%20Grand%20Residency%20jamshedpur%20India
Treebo Trend Pal Comfort - Hotel in Jamshedpur,4.2,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,2142.0,https://www.agoda.com/search?text=Treebo%20Trend%20Pal%20Comfort%20-%20Hotel%20in%20Jamshedpur%20jamshedpur%20India
Gyani's Hotel,4.6,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,1779.0,https://www.agoda.com/search?text=Gyani%27s%20Hotel%20jamshedpur%20India
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,gwalior,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2158.0,https://www.agoda.com/search?text=THE%20PRABHA%20INTERNATIONAL%20HOTEL%20%26%20CATERERS%20gwalior%20India
Hotel Ambience,3.9,gwalior,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2191.0,https://www.agoda.com/search?text=Hotel%20Ambience%20gwalior%20India
Hotel Solitaire Inn,3.9,gwalior,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free,1372.0,https://www.agoda.com/search?text=Hotel%20Solitaire%20Inn%20gwalior%20India
Radisson Gwalior,4.3,gwalior,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6160.0,https://www.agoda.com/search?text=Radisson%20Gwalior%20gwalior%20India
Hotel Countryside,3.1,gwalior,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pool,Air conditioning,Kitchen,Kid-friendly,Bar,1230.0,https://www.agoda.com/search?text=Hotel%20Countryside%20gwalior%20India
The Empire Resort,4.3,gwalior,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Spa,Restaurant,Room service,Kitchen,2785.0,https://www.agoda.com/search?text=The%20Empire%20Resort%20gwalior%20India
Clarks Inn Suites Gwalior,4.4,gwalior,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4280.0,https://www.agoda.com/search?text=Clarks%20Inn%20Suites%20Gwalior%20gwalior%20India
The Moziac Hotel,4.0,gwalior,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Spa,Restaurant,Room service,Kitchen,Full-service laundry,2116.0,https://www.agoda.com/search?text=The%20Moziac%20Hotel%20gwalior%20India
"Taj Usha Kiran Palace, Gwalior",4.5,gwalior,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,20894.0,https://www.agoda.com/search?text=Taj%20Usha%20Kiran%20Palace%2C%20Gwalior%20gwalior%20India
Imperial Golf Resort and Wedding Lawns,4.5,gwalior,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Room service,Airport shuttle,Spa,12458.0,https://www.agoda.com/search?text=Imperial%20Golf%20Resort%20and%20Wedding%20Lawns%20gwalior%20India
Hotel Gold Inn,3.9,gwalior,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Full-service laundry,Smoke-free,Kid-friendly,Kid-friendly,2034.0,https://www.agoda.com/search?text=Hotel%20Gold%20Inn%20gwalior%20India
Hotel Ambience,3.9,gwalior,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2191.0,https://www.agoda.com/search?text=Hotel%20Ambience%20gwalior%20India
Hotel Anand Palace,3.7,gwalior,3-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1119.0,https://www.agoda.com/search?text=Hotel%20Anand%20Palace%20gwalior%20India
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,gwalior,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2116.0,https://www.agoda.com/search?text=THE%20PRABHA%20INTERNATIONAL%20HOTEL%20%26%20CATERERS%20gwalior%20India
Royal Sunrise Resort,3.9,gwalior,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,Air conditioning,Restaurant,Fitness center,Full-service laundry,3232.0,https://www.agoda.com/search?text=Royal%20Sunrise%20Resort%20gwalior%20India
Krishnam Guest House,4.0,gwalior,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Room service,Air conditioning,Kid-friendly,Full-service laundry,Bar,1115.0,https://www.agoda.com/search?text=Krishnam%20Guest%20House%20gwalior%20India
Hotel Centella,4.1,gwalior,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,Room service,2567.0,https://www.agoda.com/search?text=Hotel%20Centella%20gwalior%20India
Chaitanya Kalyan Guest House,3.7,gwalior,Free breakfast,Free breakfast,Wi-Fi,Free parking,Pool,Fitness center,Fitness center,Smoke-free,Room service,672.0,https://www.agoda.com/search?text=Chaitanya%20Kalyan%20Guest%20House%20gwalior%20India
Dera Haveli Heritage Homestay,4.3,gwalior,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Smoke-free,4312.0,https://www.agoda.com/search?text=Dera%20Haveli%20Heritage%20Homestay%20gwalior%20India
Govind Niwas Home Stay,2.6,gwalior,2-star hotel,Free Wi-Fi,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,1304.0,https://www.agoda.com/search?text=Govind%20Niwas%20Home%20Stay%20gwalior%20India
Clarks Inn Suites Gwalior,4.4,gwalior,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4622.0,https://www.agoda.com/search?text=Clarks%20Inn%20Suites%20Gwalior%20gwalior%20India
The Central Park Hotel,3.9,gwalior,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5641.0,https://www.agoda.com/search?text=The%20Central%20Park%20Hotel%20gwalior%20India
Treebo Trend Baby Pearl,3.9,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1909.0,https://www.agoda.com/search?text=Treebo%20Trend%20Baby%20Pearl%20amravati%20India
Hotel Gouri Inn,3.9,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2225.0,https://www.agoda.com/search?text=Hotel%20Gouri%20Inn%20amravati%20India
Hotel Regency,4.1,amravati,3-star hotel,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free,Kid-friendly,969.0,https://www.agoda.com/search?text=Hotel%20Regency%20amravati%20India
The Grand Mehfil,4.3,amravati,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4021.0,https://www.agoda.com/search?text=The%20Grand%20Mehfil%20amravati%20India
Maniratna Resort,4.0,amravati,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Free Wi-Fi,Full-service laundry,Kid-friendly,Airport shuttle,3588.0,https://www.agoda.com/search?text=Maniratna%20Resort%20amravati%20India
Hotel Rangoli Pearl,4.1,amravati,1-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3130.0,https://www.agoda.com/search?text=Hotel%20Rangoli%20Pearl%20amravati%20India
The Grand Mehfil,3.9,amravati,Free breakfast,Free breakfast,Wi-Fi,Free parking,Air conditioning,Air conditioning,Airport shuttle,Kid-friendly,Bar,3880.0,https://www.agoda.com/search?text=The%20Grand%20Mehfil%20amravati%20India
Hotel Gouri Inn,3.9,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,1940.0,https://www.agoda.com/search?text=Hotel%20Gouri%20Inn%20amravati%20India
Empire Stay,4.5,amravati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2808.0,https://www.agoda.com/search?text=Empire%20Stay%20amravati%20India
Hotel Four Season,3.5,amravati,3-star hotel,Free Wi-Fi,Paid parking,Free parking,Pet-friendly,Free parking,Air conditioning,Bar,Fitness center,2973.0,https://www.agoda.com/search?text=Hotel%20Four%20Season%20amravati%20India
The Prime Park,4.3,amravati,3-star hotel,Free breakfast,Paid parking,Paid parking,Pool,Room service,Air conditioning,Spa,Restaurant,3394.0,https://www.agoda.com/search?text=The%20Prime%20Park%20amravati%20India
Treebo Trend Baby Pearl,3.9,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1904.0,https://www.agoda.com/search?text=Treebo%20Trend%20Baby%20Pearl%20amravati%20India
Hotel Vandu International,4.0,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2526.0,https://www.agoda.com/search?text=Hotel%20Vandu%20International%20amravati%20India
Hotel Rajdhani,4.0,amravati,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Airport shuttle,Full-service laundry,Kid-friendly,Restaurant,Airport shuttle,1568.0,https://www.agoda.com/search?text=Hotel%20Rajdhani%20amravati%20India
Hotel Excel Executive,3.8,amravati,3-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,1830.0,https://www.agoda.com/search?text=Hotel%20Excel%20Executive%20amravati%20India
Hotel Regency,4.1,amravati,3-star hotel,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free,Restaurant,1276.0,https://www.agoda.com/search?text=Hotel%20Regency%20amravati%20India
Hotel Rangoli Pearl,4.1,amravati,1-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3130.0,https://www.agoda.com/search?text=Hotel%20Rangoli%20Pearl%20amravati%20India
"The Peerless Inn, Durgapur",4.0,durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2589.0,https://www.agoda.com/search?text=The%20Peerless%20Inn%2C%20Durgapur%20durgapur%20India
The Citi Residenci Hotel,4.2,durgapur,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,Room service,2576.0,https://www.agoda.com/search?text=The%20Citi%20Residenci%20Hotel%20durgapur%20India
The Citi Residenci Hotel,4.2,durgapur,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,Room service,2473.0,https://www.agoda.com/search?text=The%20Citi%20Residenci%20Hotel%20durgapur%20India
"Fortune Park Pushpanjali, Durgapur - Member ITC's hotel group",4.6,durgapur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5881.0,https://www.agoda.com/search?text=Fortune%20Park%20Pushpanjali%2C%20Durgapur%20-%20Member%20ITC%27s%20hotel%20group%20durgapur%20India
